appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,Steam_User_Score_Percent,Total_Reviews_Count,Owners_SteamSpy
1555400,Gomoku Let's Go,indienova,Puzzle,$80.6k ($54.4k - $106.8k),$41.5m,345.0,88.48,833,100000 - 200000
80330,The Blackwell Legacy,Wadjet Eye Games,Puzzle,$240.7k ($129.6k - $351.8k),$3.4m,342.0,89.5,1295,100000 - 200000
2631960,14 Minesweeper Variants 2,Artless Games,Puzzle,$79.9k ($49.4k - $110.5k),$504.3k,335.0,96.89,322,0 - 20000
359510,Tangle Tower,SFB Games,Puzzle,$791.4k ($540.9k - $1m),$3.1m,335.0,95.17,5402,200000 - 500000
215160,The Book of Unwritten Tales,THQ Nordic,Puzzle,$1m ($643.1k - $1.4m),$387.4m,332.0,90.06,1539,200000 - 500000
1812370,Little Goody Two Shoes,Square Enix,Puzzle,$727.6k ($488.5k - $966.7k),$1b,332.0,95.19,1807,100000 - 200000
2506480,Clue/Cluedo,Marmalade Game Studio Ltd,Puzzle,$311.4k ($178.1k - $444.8k),$8m,330.0,90.96,365,20000 - 50000
13600,Prince of Persia: The Sands of Time,Ubisoft,Puzzle,$1.6m ($1m - $2.2m),$2.4b,325.0,85.82,4513,500000 - 1000000
241240,Contraption Maker,Top Meadow,Puzzle,$137.1k ($68.1k - $206k),$138.4k,325.0,92.8,889,200000 - 500000
384360,Fingered,Edmund McMillen,Puzzle,$157k ($106.3k - $207.6k),$13.1m,317.0,74.71,937,100000 - 200000
1444650,Haydee 2,Haydee Interactive,Puzzle,$706.1k ($473.3k - $938.9k),$3m,312.0,88.43,1556,100000 - 200000
757300,Truberbrook / Trüberbrook,Headup,Puzzle,$878.4k ($598.1k - $1.1m),$14m,311.0,73.35,1396,100000 - 200000
1432100,The Bookwalker: Thief of Tales,tinyBuild,Puzzle,$941.4k ($577.6k - $1.3m),$179.6m,307.0,92.21,1695,200000 - 500000
711660,CHUCHEL,Amanita Design,Puzzle,$718.9k ($504.1k - $933.8k),$11.1m,299.0,84.85,3782,50000 - 100000
963690,Hentai Girl Hime,GirlGames,Puzzle,$59.5k ($13k - $106k),$1.1m,298.0,93.28,3584,50000 - 100000
99910,Puzzle Pirates,Grey Havens,Puzzle,$3m ($1.9m - $4m),$3m,293.0,50.0,14,200000 - 500000
914020,Gibbous -  A Cthulhu Adventure,Stuck In Attic,Puzzle,$492.1k ($336.7k - $647.4k),$543.6k,293.0,89.05,2028,200000 - 500000
308060,Black The Fall,Square Enix,Puzzle,$690.8k ($342.9k - $1m),$1b,290.0,78.73,738,200000 - 500000
1500,Darwinia,Introversion Software,Puzzle,$94.3k ($18.8k - $169.7k),$2m,285.0,78.58,761,0 - 20000
496890,Replica,Somi,Puzzle,$363k ($237.8k - $488.2k),$1.3m,281.0,85.71,2905,200000 - 500000
1949770,Rock Simulator 2,vinoo,Puzzle,$22.8k ($14.9k - $30.7k),$45.5k,276.0,92.27,453,0 - 20000
285800,Braveland,Tortuga Team,RPG,$339.5k ($154.7k - $524.3k),$1m,216331.0,80.69,1165,5000000 - 10000000
424370,Wolcen: Lords of Mayhem,WOLCEN Studio,RPG,$29m ($19.6m - $38.3m),$29m,127542.0,55.85,61670,1000000 - 2000000
812140,Assassin's Creed Odyssey,Ubisoft,RPG,$134.8m ($100.9m - $168.7m),$2.4b,61984.0,89.14,162061,5000000 - 10000000
2322010,God of War Ragnarök,PlayStation Publishing LLC,RPG,$46.3m ($31.5m - $61.2m),$1.3b,35565.0,88.32,24203,1000000 - 2000000
234140,Mad Max,Warner Bros. Games,RPG,$52.7m ($37.6m - $67.8m),$882.3m,33356.0,91.76,54583,2000000 - 5000000
2680010,The First Berserker: Khazan,NEXON,RPG,$28.3m ($18.9m - $37.8m),$184.6m,32871.0,84.33,17704,1000000 - 2000000
1307550,Craftopia,Pocketpair,RPG,$22.9m ($15.9m - $30m),$438m,26449.0,77.64,17328,1000000 - 2000000
386360,SMITE,Hi-Rez Studios,RPG,$131.6m ($90.1m - $173.2m),$199.7m,31169.0,79.63,1399,10000000 - 20000000
882100,XCOM: Chimera Squad,2K,RPG,$6.5m ($4.2m - $8.8m),$1.7b,20701.0,71.64,20190,1000000 - 2000000
239160,Thief,Eidos Interactive Corp.,RPG,$19.4m ($12.1m - $26.7m),$111.3m,18247.0,75.41,16975,1000000 - 2000000
2634950,Tokyo Xtreme Racer,"Genki Co., Ltd.",RPG,$9.5m ($6.6m - $12.3m),$9.5m,15655.0,94.12,13781,200000 - 500000
979690,The Ascent,Curve Games,RPG,$13.4m ($9m - $17.8m),$196.4m,13930.0,75.1,18405,1000000 - 2000000
42910,Magicka,Paradox Interactive,RPG,$16.5m ($8.5m - $24.4m),$1.1b,11717.0,85.39,18828,2000000 - 5000000
1898300,ASKA,Thunderful Publishing,RPG,$8.5m ($6.2m - $10.9m),$28.3m,10637.0,79.64,8206,500000 - 1000000
241540,State of Decay,Xbox Game Studios,RPG,0,$1.8b,10035.0,84.46,15330,500000 - 1000000
1902690,Fate/Samurai Remnant,"KOEI TECMO GAMES CO., LTD.",RPG,$9.3m ($6.6m - $12.1m),$424.5m,9254.0,90.48,4760,100000 - 200000
1900,Earth 2160,Topware Interactive,RPG,$126.3k ($51.5k - $201.1k),$5.4m,9947.0,70.03,734,200000 - 500000
2665680,Tower of Babel: Survivors of Chaos,NANOO,RPG,$1.1m ($775.3k - $1.6m),$1.1m,9005.0,66.53,5031,500000 - 1000000
2933130,The Lord of the Rings: Return to Moria,North Beach Games,RPG,$10.2m ($6.8m - $13.5m),$10.1m,8735.0,82.13,8513,200000 - 500000
1244090,Sea of Stars,Sabotage Studio,RPG,$10.7m ($8.2m - $13.3m),$10.7m,8597.0,88.19,10803,500000 - 1000000
763890,Wildermyth,Worldwalker Games LLC,RPG,$15.4m ($9.8m - $20.9m),$15.4m,8091.0,95.0,15989,1000000 - 2000000
3035570,Assassin's Creed Mirage,Ubisoft,RPG,$7.9m ($6m - $9.8m),$2.4b,7837.0,75.89,9013,200000 - 500000
601840,Griftlands,Klei Entertainment,RPG,$9.4m ($6.1m - $12.6m),$371.3m,7545.0,93.86,13219,500000 - 1000000
1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,2K,RPG,$839.5k ($378k - $1.3m),$1.7b,7196.0,68.24,425,200000 - 500000
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,BANDAI NAMCO Entertainment,RPG,$9.1m ($6.8m - $11.4m),$478.1m,6782.0,84.45,7031,500000 - 1000000
610080,Realm Grinder,Kongregate,RPG,$731.1k ($468k - $994.3k),$9.8m,6247.0,0.0,0,1000000 - 2000000
1179580,KAKU: Ancient Seal,BINGOBELL,RPG,$745.9k ($425.4k - $1m),$792.9k,5001.0,78.89,739,500000 - 1000000
1777620,Soul Hackers 2,SEGA,RPG,$2.7m ($1.7m - $3.6m),$1.6b,5685.0,65.59,2136,100000 - 200000
1606180,下一站江湖Ⅱ,白玉京工作室,RPG,$3.9m ($2.4m - $5.4m),$3.9m,4637.0,71.41,7596,200000 - 500000
489240,Exile to Death,Manifestors Games Studio,RPG,$12.6k ($5.7k - $19.6k),$12.6k,4343.0,49.37,79,50000 - 100000
1546320,Your Chronicle,Samurai Games,RPG,$453.2k ($233.3k - $673.2k),$456.8k,4107.0,90.0,10,200000 - 500000
1958220,WitchSpring R,KIWIWALKS,RPG,$3.9m ($2.9m - $5m),$4.5m,4059.0,96.31,6204,100000 - 200000
1121560,Atelier Ryza: Ever Darkness & the Secret Hideout,"KOEI TECMO GAMES CO., LTD.",RPG,$16.2m ($9.8m - $22.5m),$424.5m,4058.0,85.84,7375,100000 - 200000
304650,SUNLESS SEA,Failbetter Games,RPG,$6.1m ($4.4m - $7.9m),$8m,4030.0,84.03,7491,1000000 - 2000000
1148650,The Legend of Bum-Bo,Edmund McMillen,RPG,$2.6m ($1.7m - $3.5m),$13.1m,3861.0,80.87,5578,1000000 - 2000000
2619650,Cauldron,Caketown Interactive,RPG,$1m ($647.1k - $1.3m),$1m,3834.0,93.88,1259,20000 - 50000
1621310,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"KOEI TECMO GAMES CO., LTD.",RPG,$4.4m ($2.2m - $6.6m),$424.5m,3604.0,94.08,2077,50000 - 100000
2400,The Ship: Murder Party,Blazing Griffin,RPG,$529.8k ($264.9k - $794.7k),$3.7m,3571.0,84.55,2557,1000000 - 2000000
1432050,Nobody Saves the World,Drinkbox Studios,RPG,$6.4m ($4m - $8.8m),$12.7m,3489.0,91.56,5388,200000 - 500000
439250,Space Pilgrim Episode III: Delta Pavonis,GrabTheGames,RPG,$12.7k ($6.9k - $18.6k),$13.7m,3180.0,89.31,346,200000 - 500000
1868180,Etrian Odyssey HD,SEGA,RPG,$2.5m ($1.5m - $3.6m),$1.6b,3283.0,89.15,820,50000 - 100000
1584090,Touhou Mystia's Izakaya,二色幽紫蝶,RPG,$3.7m ($2.2m - $5.1m),$4.2m,3170.0,98.56,26892,500000 - 1000000
553640,ICEY,XD,RPG,$6.1m ($3.8m - $8.5m),$84.3m,3173.0,89.97,24708,1000000 - 2000000
24200,DC Universe Online,Daybreak Game Company,RPG,$31.2m ($19.3m - $43.1m),$42.3m,3112.0,73.36,214,1000000 - 2000000
431710,Space Pilgrim Episode II: Epsilon Indi,GrabTheGames,RPG,$15.7k ($8.5k - $22.9k),$13.7m,3094.0,89.77,440,200000 - 500000
1830970,The Last Flame,Hotloop,RPG,$2m ($1.4m - $2.6m),$2m,3059.0,85.72,2528,200000 - 500000
263540,Villagers and Heroes,Mad Otter Games,RPG,$162.8k ($106.6k - $218.9k),$216.1k,2898.0,54.55,22,500000 - 1000000
341310,Greyfox RPG,Senpai Industrial Studios,RPG,$127.3k ($70k - $184.5k),$1m,2871.0,74.93,1671,500000 - 1000000
1198090,The Legend of Heroes: Trails of Cold Steel IV,"NIS America, Inc.",RPG,$2.3m ($1.4m - $3.2m),$48m,2736.0,92.13,2097,100000 - 200000
601010,Hotel Anatolia,Elven Workshop,RPG,$7.2k ($4.3k - $10k),$7.2k,2810.0,69.58,355,100000 - 200000
677120,Heroes of Hammerwatch,Team17,RPG,$5.7m ($3.6m - $7.8m),$491.6m,2654.0,87.46,7346,500000 - 1000000
22300,Fallout 3,Bethesda Softworks,RPG,$6.6m ($5m - $8.1m),$2.1b,2653.0,80.62,17328,1000000 - 2000000
228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,RPG,$3.4m ($1.5m - $5.3m),$62.5m,2627.0,78.68,1632,200000 - 500000
243930,Bound By Flame,Focus Entertainment,RPG,$2.6m ($1.8m - $3.3m),$728.4m,2599.0,67.46,2941,200000 - 500000
405710,Staxel,Humble Games,RPG,$2.9m ($1.9m - $3.8m),$202.5m,2598.0,79.79,3072,200000 - 500000
1668540,The Legend of Heroes: Trails into Reverie,"NIS America, Inc.",RPG,$1.3m ($882.9k - $1.7m),$48m,2257.0,94.39,980,20000 - 50000
550470,NosTale - Anime MMORPG,Gameforge 4D GmbH,RPG,$16.3m ($9.8m - $22.8m),$17.2m,2203.0,100.0,1,500000 - 1000000
252470,Space Pirates And Zombies 2,MinMax Games Ltd.,RPG,$2m ($1.4m - $2.6m),$3.2m,2245.0,78.76,2717,200000 - 500000
449800,Attack on Titan / A.O.T. Wings of Freedom,"KOEI TECMO GAMES CO., LTD.",RPG,$6.2m ($4.2m - $8.2m),$424.5m,2177.0,84.89,3414,50000 - 100000
12200,Bully: Scholarship Edition,Rockstar Games,RPG,$16.4m ($11.9m - $21m),$770.8m,1978.0,84.27,34096,2000000 - 5000000
910320,Three Kingdoms 2019 阿达三国志2019 横版,阿达游戏,RPG,$6.8k ($3.9k - $9.6k),$6.8k,1861.0,0.0,0,20000 - 50000
2400510,Dungeons & Degenerate Gamblers,Yogscast Games,RPG,$3m ($1.9m - $4.1m),$37.9m,1825.0,81.17,2565,100000 - 200000
1745510,Lunacid,KIRA LLC,RPG,$2m ($1.3m - $2.8m),$2m,1814.0,90.86,9028,200000 - 500000
928960,Godfall Ultimate Edition,Gearbox Publishing,RPG,$1.1m ($862.5k - $1.4m),$259.9m,1762.0,64.35,1613,100000 - 200000
1160750,Grim Clicker,EvilCharm Games,RPG,$314.2k ($210.6k - $417.8k),$314.6k,1647.0,0.0,0,200000 - 500000
474750,Reigns,Devolver Digital,RPG,$1.3m ($929.5k - $1.7m),$501.4m,1607.0,87.54,7402,500000 - 1000000
1437820,Heroes of the Three Kingdoms,"USERJOY Technology Co., Ltd.",RPG,$91.4k ($40.3k - $142.5k),$10.6m,1557.0,93.17,630,200000 - 500000
1283410,Tails of Iron,United Label,RPG,$3.4m ($2.3m - $4.5m),$6.4m,1537.0,88.17,11427,200000 - 500000
1729410,Earthling's Undertaking,MassesGame,RPG,$231.8k ($142.9k - $320.8k),$231.8k,1399.0,65.32,917,50000 - 100000
648410,Colony Ship: A Post-Earth Role Playing Game,Iron Tower Studio,RPG,$2.1m ($1.3m - $3m),$4.4m,1381.0,87.89,3410,200000 - 500000
2464530,VOIN,tinyBuild,RPG,$1.3m ($940k - $1.8m),$179.6m,1354.0,94.7,1943,200000 - 500000
968970,Lumberjack's Dynasty,Toplitz Productions,RPG,$1.3m ($968.5k - $1.6m),$73.3m,1348.0,72.7,2267,100000 - 200000
1716120,Monster Rancher 1 & 2 DX,"KOEI TECMO GAMES CO., LTD.",RPG,$1.4m ($897k - $2m),$424.5m,1293.0,89.72,944,20000 - 50000
2059170,Quasimorph,HypeTrain Digital,RPG,$3.5m ($2.6m - $4.4m),$66.7m,1248.0,83.25,4752,200000 - 500000
404680,Hob,Arc Games,RPG,$2.3m ($1.5m - $3.1m),$330.6m,1168.0,88.44,4491,200000 - 500000
335670,LISA: The Painful,Serenity Forge,RPG,$2.9m ($2m - $3.7m),$41.5m,1157.0,95.64,12868,500000 - 1000000
798460,Ni no Kuni Wrath of the White Witch Remastered,BANDAI NAMCO Entertainment,RPG,$5.7m ($3.5m - $7.9m),$478.1m,1155.0,84.12,3748,100000 - 200000
3521320,Magicbook AutoBattler: Contract,JXGS,RPG,$95.7k ($66k - $125.4k),$95.7k,1130.0,79.49,195,0 - 20000
502800,SENRAN KAGURA ESTIVAL VERSUS,XSEED Games,RPG,$5m ($3.4m - $6.7m),$125.7m,1088.0,94.41,4884,200000 - 500000
1416260,SpellForce 3: Versus Edition,THQ Nordic,RPG,$19.2k ($10.2k - $28.2k),$387.4m,1027.0,81.08,592,200000 - 500000
593150,Ooblets,Glumberland,RPG,$841.7k ($584.6k - $1m),$841.7k,1014.0,91.03,1327,100000 - 200000
461370,Midnight's Blessing 2,Warfare Studios,RPG,$505 ($253 - $758),$65.7k,999.0,50.0,26,0 - 20000
2414270,Sunderfolk,Dreamhaven,RPG,$2.3m ($1.6m - $3.1m),$15m,873.0,94.91,1337,20000 - 50000
2181720,Scarlet Tower,Pyxeralia LLC,RPG,$245.9k ($172k - $319.8k),$245.9k,859.0,82.39,1755,100000 - 200000
574050,DRAGON QUEST HEROES II,Square Enix,RPG,$2.2m ($1.5m - $2.9m),$1b,847.0,69.52,666,50000 - 100000
1418020,Tavern of Gods,Element Studio,RPG,$297.2k ($173.2k - $421.2k),$297.2k,790.0,77.84,767,50000 - 100000
239120,Final Fantasy III (3D Remake),Square Enix,RPG,$2.4m ($1.6m - $3.1m),$1b,785.0,82.21,2878,500000 - 1000000
2055050,Cavalry Girls,OKJOY,RPG,$525.9k ($361.2k - $690.6k),$1.7m,751.0,88.79,1748,100000 - 200000
1108590,Eldest Souls,United Label,RPG,$1.3m ($862k - $1.8m),$6.4m,719.0,77.09,2807,200000 - 500000
2513240,Hero Tale,Weird Johnny Studio,RPG,$88.5k ($61.8k - $115.2k),$88.5k,684.0,69.49,390,50000 - 100000
1930640,Lost2,DSGame,RPG,$957.1k ($665.6k - $1.2m),$15.4m,679.0,81.83,1365,50000 - 100000
804010,SteamWorld Quest: Hand of Gilgamech,Thunderful Publishing,RPG,$1m ($534.3k - $1.4m),$28.3m,667.0,87.22,1823,200000 - 500000
2374000,Insects Awaken,HelloMeow,RPG,$108.3k ($71.7k - $144.9k),$108.3k,675.0,90.37,353,0 - 20000
2704110,Aliya: Timelink,Anotherindie,RPG,$259.2k ($162.9k - $355.4k),$1.4m,613.0,97.91,7276,200000 - 500000
1233880,Disgaea 4 Complete+,"NIS America, Inc.",RPG,$1.3m ($810k - $1.9m),$48m,592.0,89.32,721,50000 - 100000
1934080,Floating Life2,心流工作室（Heart Stream Studio）,RPG,$220.3k ($136.6k - $304k),$231.3k,555.0,51.36,625,50000 - 100000
1368870,Field of Glory II: Medieval,Slitherine Ltd.,RPG,$456.3k ($247.3k - $665.3k),$97.4m,537.0,86.32,402,20000 - 50000
1155330,Showgunners,Good Shepherd Entertainment,RPG,$687.9k ($503.5k - $872.4k),$91m,530.0,93.84,1445,100000 - 200000
266130,Breach & Clear,Gun Interactive,RPG,$875.6k ($571.4k - $1.1m),$13.2m,508.0,82.44,1999,200000 - 500000
849740,Love Esquire - RPG/Dating Sim/Visual Novel,Yangyang Mobile,RPG,$572.6k ($358.9k - $786.4k),$1m,528.0,89.99,989,20000 - 50000
271590,Grand Theft Auto V Legacy,Rockstar Games,Racing,$542.4m ($308.2m - $776.5m),$770.8m,360761.0,87.78,1848240,50000000 - 100000000
1551360,Forza Horizon 5,Xbox Game Studios,Racing,$238.5m ($176.5m - $300.5m),$1.8b,80745.0,89.18,231170,5000000 - 10000000
1782210,Crab Game,Dani,Racing,$7.6k ($3.4k - $11.8k),$7.6k,73889.0,0.0,0,5000000 - 10000000
646910,The Crew 2,Ubisoft,Racing,$29.5m ($19.2m - $39.8m),$2.4b,55125.0,78.77,83996,2000000 - 5000000
1030840,Mafia: Definitive Edition,2K,Racing,$40.3m ($28.8m - $51.9m),$1.7b,36631.0,86.42,80479,1000000 - 2000000
1190000,Car Mechanic Simulator 2021,PlayWay S.A.,Racing,$29.4m ($17.4m - $41.4m),$275.8m,22530.0,95.96,31628,1000000 - 2000000
548570,RAGE 2,Bethesda Softworks,Racing,$15.5m ($11m - $19.9m),$2.1b,13591.0,63.93,13747,500000 - 1000000
918570,Century: Age of Ashes,Playwing LTD,Racing,$4.2m ($3m - $5.5m),$4.3m,12222.0,79.51,1264,2000000 - 5000000
1262580,Need for Speed Payback,Electronic Arts,Racing,$9m ($6.2m - $11.8m),$4.5b,12152.0,85.77,25325,1000000 - 2000000
40990,Mafia,2K,Racing,$3.4m ($1.5m - $5.2m),$1.7b,9066.0,90.15,8537,1000000 - 2000000
621830,WRC 7 FIA World Rally Championship,Nacon,Racing,$1.8m ($1m - $2.6m),$157.6m,11192.0,80.85,9953,500000 - 1000000
675010,MudRunner,Focus Entertainment,Racing,$22.1m ($14.8m - $29.4m),$728.4m,8509.0,91.21,33871,1000000 - 2000000
645630,Car Mechanic Simulator 2018,PlayWay S.A.,Racing,$21.2m ($14.6m - $27.9m),$275.8m,8382.0,91.38,47489,2000000 - 5000000
2399420,Le Mans Ultimate,Studio 397,Racing,$10.8m ($7.6m - $14.1m),$20.4m,8306.0,79.77,10215,200000 - 500000
2290180,Riders Republic,Ubisoft Entertainment,Racing,$14.7m ($9.8m - $19.6m),$55.9m,8043.0,82.3,24727,500000 - 1000000
539720,Razortron 2000,NukGames,Racing,$43.5k ($26.3k - $60.6k),$298.2k,7064.0,86.74,2210,50000 - 100000
311310,Naval Action,Bermuda Computer Club,Racing,$14.8m ($9.6m - $19.9m),$14.7m,5221.0,54.13,9864,200000 - 500000
655500,MX Bikes,PiBoSo,Racing,$16.5m ($10.8m - $22.1m),$17.7m,5120.0,94.49,29968,1000000 - 2000000
690790,DiRT Rally 2.0,Codemasters,Racing,$30.4m ($19.3m - $41.5m),$43.3m,5074.0,89.26,36935,1000000 - 2000000
1086640,Dude Simulator 3,Kiddy,Racing,$35.6k ($19.7k - $51.5k),$169.2k,5006.0,68.86,1837,200000 - 500000
2440510,Forza Motorsport,Xbox Game Studios,Racing,$12.7m ($9.2m - $16.3m),$1.8b,4507.0,49.69,10831,1000000 - 2000000
585420,Trailmakers,Flashbulb,Racing,$12.7m ($8.8m - $16.5m),$14.6m,4849.0,92.42,26219,1000000 - 2000000
1017180,The Long Drive,Genesz,Racing,$18.5m ($12.9m - $24.2m),$18.5m,4335.0,89.98,45466,1000000 - 2000000
228380,Wreckfest,THQ Nordic,Racing,$37.5m ($25.8m - $49.1m),$387.4m,3827.0,87.67,29530,1000000 - 2000000
1911390,Knightfall: A Daring Journey,Landfall,Racing,$38.8k ($24.5k - $53.1k),$200.8m,3312.0,89.51,2687,500000 - 1000000
705210,Cube Racer,Simon Blasen,Racing,0,$0 ,3283.0,100.0,1,500000 - 1000000
1153410,JDM: Japanese Drift Master,Gaming Factory,Racing,$4m ($2.8m - $5.3m),$6.6m,3230.0,75.37,3841,50000 - 100000
417430,Moto Racer  4,Microids,Racing,$616.4k ($259.1k - $973.6k),$27.1m,2988.0,58.2,323,200000 - 500000
1178400,Pro Cycling Manager 2020,Nacon,Racing,$438k ($242.6k - $633.4k),$157.6m,2830.0,85.62,591,20000 - 50000
2063610,Pro Cycling Manager 2023,Nacon,Racing,$1m ($644.2k - $1.4m),$157.6m,2746.0,73.89,383,50000 - 100000
552100,Brick Rigs,Fluppisoft GmbH,Racing,$11.3m ($7.3m - $15.3m),$11.3m,2707.0,94.8,48118,1000000 - 2000000
1520370,Mon Bazou,Santa Goat,Racing,$4.4m ($3.1m - $5.7m),$4.4m,2687.0,97.52,17110,200000 - 500000
493490,City Car Driving,"Forward Global Group, Ltd.",Racing,$13.5m ($9.1m - $18m),$13.6m,2375.0,82.46,29706,500000 - 1000000
250340,Blockland,Step 1 Games LLC,Racing,$1.5m ($1m - $2m),$1.5m,2310.0,70.62,3329,500000 - 1000000
434460,Rock of Ages 2: Bigger & Boulder,SEGA,Racing,$1.2m ($795k - $1.6m),$1.6b,2236.0,89.65,2599,500000 - 1000000
385270,Jet Racing Extreme: The First Encounter,Real Dynamics,Racing,$81.4k ($16.2k - $146.6k),$81.4k,2180.0,64.0,75,200000 - 500000
1262560,Need for Speed Most Wanted,Electronic Arts,Racing,$5.5m ($3.7m - $7.4m),$4.5b,1934.0,77.77,21669,1000000 - 2000000
1203190,Wreckfest 2,THQ Nordic,Racing,$6m ($4.3m - $7.8m),$387.4m,1901.0,74.29,3870,50000 - 100000
266410,iRacing,iRacing.com Motorsport Simulations,Racing,$1.6m ($1.1m - $2m),$2.2m,1901.0,84.03,4377,500000 - 1000000
2486740,Sledders,Bonus Stage Publishing,Racing,$1.8m ($1.2m - $2.3m),$3m,1856.0,95.51,3541,100000 - 200000
213610,Sonic Adventure 2,SEGA,Racing,$6.8m ($4.9m - $8.7m),$1.6b,1819.0,90.02,22071,1000000 - 2000000
1447000,MotoGP21,Milestone S.r.l.,Racing,$1.1m ($677.3k - $1.5m),$60.1m,1731.0,82.31,1300,100000 - 200000
586130,Survival Driver,HaDe Games,Racing,$887 ($177 - $1.5k),$18.2k,1601.0,58.62,58,100000 - 200000
397950,Clustertruck,tinyBuild,Racing,$6.9m ($4.7m - $9.1m),$179.6m,1480.0,93.75,14016,1000000 - 2000000
293760,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Racing,$15.4m ($11.3m - $19.5m),$15.4m,1468.0,93.65,14806,500000 - 1000000
441870,OutDrive,DNVR Prod,Racing,$289k ($143.1k - $434.9k),$289k,1376.0,78.48,3630,200000 - 500000
3453600,Supercar Collection Simulator,Kiki Games,Racing,$852.1k ($584.5k - $1.1m),$1.7m,1354.0,85.56,1281,50000 - 100000
1797610,Barro 22,SC Jogos,Racing,$85.3k ($17k - $153.5k),$762.8k,1186.0,86.61,545,100000 - 200000
1328660,Need for Speed Hot Pursuit Remastered,Electronic Arts,Racing,$6.3m ($4.4m - $8.3m),$4.5b,1204.0,81.16,11266,1000000 - 2000000
1054430,Fling to the Finish,Daedalic Entertainment,Racing,$876.1k ($485.2k - $1.2m),$159.9m,1112.0,86.38,800,50000 - 100000
382560,Hot Lava,Klei Entertainment,Racing,$4.7m ($2.9m - $6.5m),$371.3m,1030.0,92.97,5160,200000 - 500000
270850,Car Mechanic Simulator 2014,PlayWay S.A.,Racing,$2.5m ($880.9k - $4.2m),$275.8m,1078.0,82.55,4006,500000 - 1000000
517710,Redout: Enhanced Edition,34BigThings srl,Racing,$4.8m ($3m - $6.7m),$5.5m,1005.0,84.95,3383,500000 - 1000000
1267540,WRC 9 FIA World Rally Championship,Nacon,Racing,$1.5m ($810.5k - $2.2m),$157.6m,989.0,78.21,2148,200000 - 500000
248330,Dino Run DX,Pixeljam,Racing,$63.2k ($38.7k - $87.7k),$5.3m,979.0,95.09,1079,100000 - 200000
785260,Team Sonic Racing,SEGA,Racing,$3.9m ($2.7m - $5.1m),$1.6b,971.0,73.44,2711,200000 - 500000
2069310,RealFlight Evolution,"Horizon Hobby, LLC",Racing,$4.7m ($2.4m - $7m),$5.9m,880.0,85.06,723,20000 - 50000
397340,SimplePlanes,"Jundroo, LLC",Racing,$4.5m ($3m - $6m),$6.2m,873.0,93.52,9544,500000 - 1000000
410340,Liftoff: FPV Drone Racing,LuGus Studios,Racing,$9.4m ($6m - $12.8m),$10.5m,826.0,95.14,11774,500000 - 1000000
1456200,Initial Drift Online,RewindApp,Racing,$497.6k ($281.5k - $713.7k),$1.8m,826.0,78.56,3139,100000 - 200000
849100,Alaskan Road Truckers,Green Man Gaming Publishing,Racing,$1.6m ($1.1m - $2.2m),$2.7m,815.0,62.8,2597,100000 - 200000
263760,Turbo Dismount,Secret Exit Ltd.,Racing,$2.3m ($1.4m - $3.2m),$2.6m,761.0,93.64,5239,500000 - 1000000
300380,Road Redemption,Tripwire Presents,Racing,$6.6m ($4.3m - $8.9m),$51.6m,754.0,83.07,10387,1000000 - 2000000
497180,Street Legal Racing: Redline v2.3.1,Activision Value Publishing Inc.,Racing,$656.2k ($417.9k - $894.5k),$670.5k,747.0,88.91,3679,200000 - 500000
2758280,Boldly Forward,SmallMill,Racing,$23.2k ($15.8k - $30.6k),$25.8k,747.0,45.39,141,20000 - 50000
1578390,My Garage,Viking Game Studio,Racing,$1.2m ($825.8k - $1.7m),$1.3m,727.0,91.51,3367,200000 - 500000
358270,Death Rally (Classic),3D Realms (Apogee Software),Racing,0,$0 ,699.0,98.12,160,100000 - 200000
2696480,Nothing,Pixelatto,Racing,$113.1k ($22.6k - $203.6k),$1.3m,690.0,94.69,113,100000 - 200000
1004750,WRC 8 FIA World Rally Championship,Nacon,Racing,$625.5k ($286.1k - $964.8k),$157.6m,678.0,73.82,1765,200000 - 500000
6220,FlatOut,Strategy First,Racing,$164.4k ($93k - $235.7k),$11.8m,631.0,91.87,5154,100000 - 200000
775900,MotoGP18,Milestone S.r.l.,Racing,$1.5m ($901.6k - $2.1m),$60.1m,615.0,79.53,508,50000 - 100000
711750,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Racing,$1.1m ($820.4k - $1.5m),$60.1m,601.0,83.83,767,50000 - 100000
1238080,Burnout Paradise Remastered,Electronic Arts,Racing,$2.1m ($1.5m - $2.8m),$4.5b,588.0,63.82,6642,500000 - 1000000
505170,Carmageddon: Max Damage,THQ Nordic,Racing,$2.1m ($1.4m - $2.9m),$387.4m,586.0,79.88,2540,200000 - 500000
732430,Superflight,GrizzlyGames,Racing,$829.1k ($542.2k - $1.1m),$9.7m,578.0,96.43,10863,500000 - 1000000
1070580,Drift86,RewindApp,Racing,$275.3k ($151.8k - $398.9k),$1.8m,563.0,91.45,5273,200000 - 500000
1078760,Motorcycle Mechanic Simulator 2021,PlayWay S.A.,Racing,$1.8m ($886.1k - $2.7m),$275.8m,528.0,70.09,1421,50000 - 100000
